bb,lk,0,2.1,2.5,2.9,3.3,3.9,4.4,5
bb,lk,1,2.9,3.4,3.9,4.5,5.1,5.8,6.6
bb,lk,2,3.8,4.3,4.9,5.6,6.3,7.1,8
bb,lk,3,4.4,5,5.7,6.4,7.2,8,9
bb,lk,4,4.9,5.6,6.2,7,7.8,8.7,9.7
bb,lk,5,5.3,6,6.7,7.5,8.4,9.3,10.4
bb,lk,6,5.7,6.4,7.1,7.9,8.8,9.8,10.9
bb,lk,7,5.9,6.7,7.4,8.3,9.2,10.3,11.4
bb,lk,8,6.2,6.9,7.7,8.6,9.6,10.7,11.9
bb,lk,9,6.4,7.1,8,8.9,9.9,11,12.3
bb,lk,10,6.6,7.4,8.2,9.2,10.2,11.4,12.7
bb,lk,11,6.8,7.6,8.4,9.4,10.5,11.7,13
bb,lk,12,6.9,7.7,8.6,9.6,10.8,12,13.3
bb,lk,13,7.1,7.9,8.8,9.9,11,12.3,13.7
bb,lk,14,7.2,8.1,9,10.1,11.3,12.6,14
bb,lk,15,7.4,8.3,9.2,10.3,11.5,12.8,14.3
bb,lk,16,7.5,8.4,9.4,10.5,11.7,13.1,14.6
bb,lk,17,7.7,8.6,9.6,10.7,12,13.4,14.9
bb,lk,18,7.8,8.8,9.8,10.9,12.2,13.7,15.3
bb,lk,19,8,8.9,10,11.1,12.5,13.9,15.6
bb,lk,20,8.1,9.1,10.1,11.3,12.7,14.2,15.9
bb,lk,21,8.2,9.2,10.3,11.5,12.9,14.5,16.2
bb,lk,22,8.4,9.4,10.5,11.8,13.2,14.7,16.5
bb,lk,23,8.5,9.5,10.7,12,13.4,15,16.8
bb,lk,24,8.6,9.7,10.8,12.2,13.6,15.3,17.1
bb,lk,25,8.8,9.8,11,12.4,13.9,15.5,17.5
bb,lk,26,8.9,10,11.2,12.5,14.1,15.8,17.8
bb,lk,27,9,10.1,11.3,12.7,14.3,16.1,18.1
bb,lk,28,9.1,10.2,11.5,12.9,14.5,16.3,18.4
bb,lk,29,9.2,10.4,11.7,13.1,14.8,16.6,18.7
bb,lk,30,9.4,10.5,11.8,13.3,15,16.9,19
bb,lk,31,9.5,10.7,12,13.5,15.2,17.1,19.3
bb,lk,32,9.6,10.8,12.1,13.7,15.4,17.4,19.6
bb,lk,33,9.7,10.9,12.3,13.8,15.6,17.6,19.9
bb,lk,34,9.8,11,12.4,14,15.8,17.8,20.2
bb,lk,35,9.9,11.2,12.6,14.2,16,18.1,20.4
bb,lk,36,10,11.3,12.7,14.3,16.2,18.3,20.7
bb,lk,37,10.1,11.4,12.9,14.5,16.4,18.6,21
bb,lk,38,10.2,11.5,13,14.7,16.6,18.8,21.3
bb,lk,39,10.3,11.6,13.1,14.8,16.8,19,21.6
bb,lk,40,10.4,11.8,13.3,15,17,19.3,21.9
bb,lk,41,10.5,11.9,13.4,15.2,17.2,19.5,22.1
bb,lk,42,10.6,12,13.6,15.3,17.4,19.7,22.4
bb,lk,43,10.7,12.1,13.7,15.5,17.6,20,22.7
bb,lk,44,10.8,12.2,13.8,15.7,17.8,20.2,23
bb,lk,45,10.9,12.4,14,15.8,18,20.5,23.3
bb,lk,46,11,12.5,14.1,16,18.2,20.7,23.6
bb,lk,47,11.1,12.6,14.3,16.2,18.4,20.9,23.9
bb,lk,48,11.2,12.7,14.4,16.3,18.6,21.2,24.2
bb,lk,49,11.3,12.8,14.5,16.5,18.8,21.4,24.5
bb,lk,50,11.4,12.9,14.7,16.7,19,21.7,24.8
bb,lk,51,11.5,13.1,14.8,16.8,19.2,21.9,25.1
bb,lk,52,11.6,13.2,15,17,19.4,22.2,25.4
bb,lk,53,11.7,13.3,15.1,17.2,19.6,22.4,25.7
bb,lk,54,11.8,13.4,15.2,17.3,19.8,22.7,26
bb,lk,55,11.9,13.5,15.4,17.5,20,22.9,26.3
bb,lk,56,12,13.6,15.5,17.7,20.2,23.2,26.6
bb,lk,57,12.1,13.7,15.6,17.8,20.4,23.4,26.9
bb,lk,58,12.2,13.8,15.8,18,20.6,23.7,27.2
bb,lk,59,12.3,14,15.9,18.2,20.8,23.9,27.6
bb,lk,60,12.4,14.1,16,18.3,21,24.2,27.9
tb,lk,0,44.2,46.1,48,49.9,51.8,53.7,55.6
tb,lk,1,48.9,50.8,52.8,54.7,56.7,58.6,60.6
tb,lk,2,52.4,54.4,56.4,58.4,60.4,62.4,64.4
tb,lk,3,55.3,57.3,59.4,61.4,63.5,65.5,67.6
tb,lk,4,57.6,59.7,61.8,63.9,66,68,70.1
tb,lk,5,59.6,61.7,63.8,65.9,68,70.1,72.2
tb,lk,6,61.2,63.3,65.5,67.6,69.8,71.9,74
tb,lk,7,62.7,64.8,67,69.2,71.3,73.5,75.7
tb,lk,8,64,66.2,68.4,70.6,72.8,75,77.2
tb,lk,9,65.2,67.5,69.7,72,74.2,76.5,78.7
tb,lk,10,66.4,68.7,71,73.3,75.6,77.9,80.1
tb,lk,11,67.6,69.9,72.2,74.5,76.9,79.2,81.5
tb,lk,12,68.6,71,73.4,75.7,78.1,80.5,82.9
tb,lk,13,69.6,72.1,74.5,76.9,79.3,81.8,84.2
tb,lk,14,70.6,73.1,75.6,78,80.5,83,85.5
tb,lk,15,71.6,74.1,76.6,79.1,81.7,84.2,86.7
tb,lk,16,72.5,75,77.6,80.2,82.8,85.4,88
tb,lk,17,73.3,76,78.6,81.2,83.9,86.5,89.2
tb,lk,18,74.2,76.9,79.6,82.3,85,87.7,90.4
tb,lk,19,75,77.7,80.5,83.2,86,88.8,91.5
tb,lk,20,75.8,78.6,81.4,84.2,87,89.8,92.6
tb,lk,21,76.5,79.4,82.3,85.1,88,90.9,93.8
tb,lk,22,77.2,80.2,83.1,86,89,91.9,94.9
tb,lk,23,78,81,83.9,86.9,89.9,92.9,95.9
tb,lk,24,78.7,81.7,84.8,87.8,90.9,93.9,97
tb,lk,25,78.6,81.7,84.9,88,91.1,94.2,97.3
tb,lk,26,79.3,82.5,85.6,88.8,92,95.2,98.3
tb,lk,27,79.9,83.1,86.4,89.6,92.9,96.1,99.3
tb,lk,28,80.5,83.8,87.1,90.4,93.7,97,100.3
tb,lk,29,81.1,84.5,87.8,91.2,94.5,97.9,101.2
tb,lk,30,81.7,85.1,88.5,91.9,95.3,98.7,102.1
tb,lk,31,82.3,85.7,89.2,92.7,96.1,99.6,103
tb,lk,32,82.8,86.4,89.9,93.4,96.9,100.4,103.9
tb,lk,33,83.4,86.9,90.5,94.1,97.6,101.2,104.8
tb,lk,34,83.9,87.5,91.1,94.8,98.4,102,105.6
tb,lk,35,84.4,88.1,91.8,95.4,99.1,102.7,106.4
tb,lk,36,85,88.7,92.4,96.1,99.8,103.5,107.2
tb,lk,37,85.5,89.2,93,96.7,100.5,104.2,108
tb,lk,38,86,89.8,93.6,97.4,101.2,105,108.8
tb,lk,39,86.5,90.3,94.2,98,101.8,105.7,109.5
tb,lk,40,87,90.9,94.7,98.6,102.5,106.4,110.3
tb,lk,41,87.5,91.4,95.3,99.2,103.2,107.1,111
tb,lk,42,88,91.9,95.9,99.9,103.8,107.8,111.7
tb,lk,43,88.4,92.4,96.4,100.4,104.5,108.5,112.5
tb,lk,44,88.9,93,97,101,105.1,109.1,113.2
tb,lk,45,89.4,93.5,97.5,101.6,105.7,109.8,113.9
tb,lk,46,89.8,94,98.1,102.2,106.3,110.4,114.6
tb,lk,47,90.3,94.4,98.6,102.8,106.9,111.1,115.2
tb,lk,48,90.7,94.9,99.1,103.3,107.5,111.7,115.9
tb,lk,49,91.2,95.4,99.7,103.9,108.1,112.4,116.6
tb,lk,50,91.6,95.9,100.2,104.4,108.7,113,117.3
tb,lk,51,92.1,96.4,100.7,105,109.3,113.6,117.9
tb,lk,52,92.5,96.9,101.2,105.6,109.9,114.2,118.6
tb,lk,53,93,97.4,101.7,106.1,110.5,114.9,119.2
tb,lk,54,93.4,97.8,102.3,106.7,111.1,115.5,119.9
tb,lk,55,93.9,98.3,102.8,107.2,111.7,116.1,120.6
tb,lk,56,94.3,98.8,103.3,107.8,112.3,116.7,121.2
tb,lk,57,94.7,99.3,103.8,108.3,112.8,117.4,121.9
tb,lk,58,95.2,99.7,104.3,108.9,113.4,118,122.6
tb,lk,59,95.6,100.2,104.8,109.4,114,118.6,123.2
tb,lk,60,96.1,100.7,105.3,110,114.6,119.2,123.9
bb,pr,0,2,2.4,2.8,3.2,3.7,4.2,4.8
bb,pr,1,2.7,3.2,3.6,4.2,4.8,5.5,6.2
bb,pr,2,3.4,3.9,4.5,5.1,5.8,6.6,7.5
bb,pr,3,4,4.5,5.2,5.8,6.6,7.5,8.5
bb,pr,4,4.4,5,5.7,6.4,7.3,8.2,9.3
bb,pr,5,4.8,5.4,6.1,6.9,7.8,8.8,10
bb,pr,6,5.1,5.7,6.5,7.3,8.2,9.3,10.6
bb,pr,7,5.3,6,6.8,7.6,8.6,9.8,11.1
bb,pr,8,5.6,6.3,7,7.9,9,10.2,11.6
bb,pr,9,5.8,6.5,7.3,8.2,9.3,10.5,12
bb,pr,10,5.9,6.7,7.5,8.5,9.6,10.9,12.4
bb,pr,11,6.1,6.9,7.7,8.7,9.9,11.2,12.8
bb,pr,12,6.3,7,7.9,8.9,10.1,11.5,13.1
bb,pr,13,6.4,7.2,8.1,9.2,10.4,11.8,13.5
bb,pr,14,6.6,7.4,8.3,9.4,10.6,12.1,13.8
bb,pr,15,6.7,7.6,8.5,9.6,10.9,12.4,14.1
bb,pr,16,6.9,7.7,8.7,9.8,11.1,12.6,14.5
bb,pr,17,7,7.9,8.9,10,11.4,12.9,14.8
bb,pr,18,7.2,8.1,9.1,10.2,11.6,13.2,15.1
bb,pr,19,7.3,8.2,9.2,10.4,11.8,13.5,15.4
bb,pr,20,7.5,8.4,9.4,10.6,12.1,13.7,15.7
bb,pr,21,7.6,8.6,9.6,10.9,12.3,14,16
bb,pr,22,7.8,8.7,9.8,11.1,12.5,14.3,16.4
bb,pr,23,7.9,8.9,10,11.3,12.8,14.6,16.7
bb,pr,24,8.1,9,10.2,11.5,13,14.8,17
bb,pr,25,8.2,9.2,10.3,11.7,13.3,15.1,17.3
bb,pr,26,8.4,9.4,10.5,11.9,13.5,15.4,17.7
bb,pr,27,8.5,9.5,10.7,12.1,13.7,15.7,18
bb,pr,28,8.6,9.7,10.9,12.3,14,16,18.3
bb,pr,29,8.8,9.8,11.1,12.5,14.2,16.2,18.7
bb,pr,30,8.9,10,11.2,12.7,14.4,16.5,19
bb,pr,31,9,10.1,11.4,12.9,14.7,16.8,19.3
bb,pr,32,9.1,10.3,11.6,13.1,14.9,17.1,19.6
bb,pr,33,9.3,10.4,11.7,13.3,15.1,17.3,20
bb,pr,34,9.4,10.5,11.9,13.5,15.4,17.6,20.3
bb,pr,35,9.5,10.7,12,13.7,15.6,17.9,20.6
bb,pr,36,9.6,10.8,12.2,13.9,15.8,18.1,20.9
bb,pr,37,9.7,10.9,12.4,14,16,18.4,21.3
bb,pr,38,9.8,11.1,12.5,14.2,16.3,18.7,21.6
bb,pr,39,9.9,11.2,12.7,14.4,16.5,19,22
bb,pr,40,10.1,11.3,12.8,14.6,16.7,19.2,22.3
bb,pr,41,10.2,11.5,13,14.8,16.9,19.5,22.7
bb,pr,42,10.3,11.6,13.1,15,17.2,19.8,23
bb,pr,43,10.4,11.7,13.3,15.2,17.4,20.1,23.4
bb,pr,44,10.5,11.8,13.4,15.3,17.6,20.4,23.7
bb,pr,45,10.6,12,13.6,15.5,17.8,20.7,24.1
bb,pr,46,10.7,12.1,13.7,15.7,18.1,20.9,24.5
bb,pr,47,10.8,12.2,13.9,15.9,18.3,21.2,24.8
bb,pr,48,10.9,12.3,14,16.1,18.5,21.5,25.2
bb,pr,49,11,12.4,14.2,16.3,18.8,21.8,25.5
bb,pr,50,11.1,12.6,14.3,16.4,19,22.1,25.9
bb,pr,51,11.2,12.7,14.5,16.6,19.2,22.4,26.3
bb,pr,52,11.3,12.8,14.6,16.8,19.4,22.6,26.6
bb,pr,53,11.4,12.9,14.8,17,19.7,22.9,27
bb,pr,54,11.5,13,14.9,17.2,19.9,23.2,27.4
bb,pr,55,11.6,13.2,15.1,17.3,20.1,23.5,27.7
bb,pr,56,11.7,13.3,15.2,17.5,20.3,23.8,28.1
bb,pr,57,11.8,13.4,15.3,17.7,20.6,24.1,28.5
bb,pr,58,11.9,13.5,15.5,17.9,20.8,24.4,28.8
bb,pr,59,12,13.6,15.6,18,21,24.6,29.2
bb,pr,60,12.1,13.7,15.8,18.2,21.2,24.9,29.5
tb,pr,0,43.6,45.4,47.3,49.1,51,52.9,54.7
tb,pr,1,47.8,49.8,51.7,53.7,55.6,57.6,59.5
tb,pr,2,51,53,55,57.1,59.1,61.1,63.2
tb,pr,3,53.5,55.6,57.7,59.8,61.9,64,66.1
tb,pr,4,55.6,57.8,59.9,62.1,64.3,66.4,68.6
tb,pr,5,57.4,59.6,61.8,64,66.2,68.5,70.7
tb,pr,6,58.9,61.2,63.5,65.7,68,70.3,72.5
tb,pr,7,60.3,62.7,65,67.3,69.6,71.9,74.2
tb,pr,8,61.7,64,66.4,68.7,71.1,73.5,75.8
tb,pr,9,62.9,65.3,67.7,70.1,72.6,75,77.4
tb,pr,10,64.1,66.5,69,71.5,73.9,76.4,78.9
tb,pr,11,65.2,67.7,70.3,72.8,75.3,77.8,80.3
tb,pr,12,66.3,68.9,71.4,74,76.6,79.2,81.7
tb,pr,13,67.3,70,72.6,75.2,77.8,80.5,83.1
tb,pr,14,68.3,71,73.7,76.4,79.1,81.7,84.4
tb,pr,15,69.3,72,74.8,77.5,80.2,83,85.7
tb,pr,16,70.2,73,75.8,78.6,81.4,84.2,87
tb,pr,17,71.1,74,76.8,79.7,82.5,85.4,88.2
tb,pr,18,72,74.9,77.8,80.7,83.6,86.5,89.4
tb,pr,19,72.8,75.8,78.8,81.7,84.7,87.6,90.6
tb,pr,20,73.7,76.7,79.7,82.7,85.7,88.7,91.7
tb,pr,21,74.5,77.5,80.6,83.7,86.7,89.8,92.9
tb,pr,22,75.2,78.4,81.5,84.6,87.7,90.8,94
tb,pr,23,76,79.2,82.3,85.5,88.7,91.9,95
tb,pr,24,76.7,80,83.2,86.4,89.6,92.9,96.1
tb,pr,25,76.8,80,83.3,86.6,89.9,93.1,96.4
tb,pr,26,77.5,80.8,84.1,87.4,90.8,94.1,97.4
tb,pr,27,78.1,81.5,84.9,88.3,91.7,95,98.4
tb,pr,28,78.8,82.2,85.7,89.1,92.5,96,99.4
tb,pr,29,79.5,82.9,86.4,89.9,93.4,96.9,100.3
tb,pr,30,80.1,83.6,87.1,90.7,94.2,97.7,101.3
tb,pr,31,80.7,84.3,87.9,91.4,95,98.6,102.2
tb,pr,32,81.3,84.9,88.6,92.2,95.8,99.4,103.1
tb,pr,33,81.9,85.6,89.3,92.9,96.6,100.3,103.9
tb,pr,34,82.5,86.2,89.9,93.6,97.4,101.1,104.8
tb,pr,35,83.1,86.8,90.6,94.4,98.1,101.9,105.6
tb,pr,36,83.6,87.4,91.2,95.1,98.9,102.7,106.5
tb,pr,37,84.2,88,91.9,95.7,99.6,103.4,107.3
tb,pr,38,84.7,88.6,92.5,96.4,100.3,104.2,108.1
tb,pr,39,85.3,89.2,93.1,97.1,101,105,108.9
tb,pr,40,85.8,89.8,93.8,97.7,101.7,105.7,109.7
tb,pr,41,86.3,90.4,94.4,98.4,102.4,106.4,110.5
tb,pr,42,86.8,90.9,95,99,103.1,107.2,111.2
tb,pr,43,87.4,91.5,95.6,99.7,103.8,107.9,112
tb,pr,44,87.9,92,96.2,100.3,104.5,108.6,112.7
tb,pr,45,88.4,92.5,96.7,100.9,105.1,109.3,113.5
tb,pr,46,88.9,93.1,97.3,101.5,105.8,110,114.2
tb,pr,47,89.3,93.6,97.9,102.1,106.4,110.7,114.9
tb,pr,48,89.8,94.1,98.4,102.7,107,111.3,115.7
tb,pr,49,90.3,94.6,99,103.3,107.7,112,116.4
tb,pr,50,90.7,95.1,99.5,103.9,108.3,112.7,117.1
tb,pr,51,91.2,95.6,100.1,104.5,108.9,113.3,117.7
tb,pr,52,91.7,96.1,100.6,105,109.5,114,118.4
tb,pr,53,92.1,96.6,101.1,105.6,110.1,114.6,119.1
tb,pr,54,92.6,97.1,101.6,106.2,110.7,115.2,119.8
tb,pr,55,93,97.6,102.2,106.7,111.3,115.9,120.4
tb,pr,56,93.4,98.1,102.7,107.3,111.9,116.5,121.1
tb,pr,57,93.9,98.5,103.2,107.8,112.5,117.1,121.8
tb,pr,58,94.3,99,103.7,108.4,113,117.7,122.4
tb,pr,59,94.7,99.5,104.2,108.9,113.6,118.3,123.1
tb,pr,60,95.2,99.9,104.7,109.4,114.2,118.9,123.7
